employee_id,area,home_lat,home_lon,pt_minutes,transfers,walk_minutes,modes,first_stop_name,first_stop_lat,first_stop_lon,route_ok,dist_km,car_minutes,car_cost_month_eur,savings_month_eur,time_band,time_ratio,adoption_score,adoption_class
E0140,Billstedt,53.52461,10.11371,96.0,2.0,22.0,BUS,Unterer Landweg (Nord),53.526783,10.109982,True,18.53,41.7,315.0,257.0,> 60 min,2.3,27.5,Low
E0141,Horn,53.55369,10.08312,76.0,2.0,23.0,BUS+METRO,U Horner Rennbahn,53.55445,10.08464,True,14.96,34.9,254.0,196.0,> 60 min,2.18,38.1,Low
E0142,Horn,53.56216,10.08506,89.0,3.0,25.0,BUS+SUBWAY,Am Husarendenkmal,53.565144,10.077669,True,14.05,33.1,239.0,181.0,> 60 min,2.69,5.9,Low
E0143,Bargteheide,53.72829,10.25987,59.0,1.0,10.0,BUS,"Bargteheide, Am Markt",53.729237000000005,10.26053,True,14.76,34.5,251.0,193.0,46–60 min,1.71,80.1,High
E0144,Farmsen-Berne,53.60042,10.12378,74.0,2.0,21.0,BUS,Rahlstedter Weg (Mitte),53.602837,10.127669,True,10.83,26.9,184.0,126.0,> 60 min,2.75,17.5,Low
E0145,Hamm,53.55027,10.05239,91.0,3.0,24.0,BUS+METRO,Borstelmannsweg,53.55047999999999,10.04904,True,15.15,35.2,258.0,200.0,> 60 min,2.59,9.9,Low
E0146,Langenhorn,53.67499,9.99169,25.0,0.0,11.0,BUS,Dortmunder Straße,53.673653,9.99444,True,3.86,13.4,66.0,8.0,≤ 30 min,1.87,66.7,High
E0147,Alsterdorf,53.59652,10.02246,61.0,1.0,20.0,BUS,Dakarweg,53.602554000000005,10.025297,True,10.14,25.6,172.0,114.0,> 60 min,2.38,42.5,Medium
E0148,Poppenbüttel,53.68194,10.07816,,,,,,,,False,2.12,10.1,36.0,-22.0,,,,
E0149,Rotherbaum/Harvestehude,53.55838,9.98702,73.0,3.0,17.0,SUBWAY+BUS,Stephansplatz (Oper/CCH),53.558693,9.989383,True,14.79,34.5,252.0,194.0,> 60 min,2.12,40.3,Medium
E0150,Rahlstedt,53.59799,10.15275,63.0,1.0,21.0,BUS,Bf. Rahlstedt (Doberaner Weg),53.604668,10.153586000000002,True,12.06,29.3,205.0,147.0,> 60 min,2.15,52.1,Medium
E0151,Henstedt-Ulzburg,53.78064,9.98913,75.0,2.0,31.0,BUS,"Ulzburg-Süd, Dammstücken",53.77129,9.99276,True,11.14,27.5,189.0,131.0,> 60 min,2.73,9.3,Low
E0152,Pinneberg,53.66025,9.76509,84.0,3.0,24.0,BUS,"Appen, Pinnaubogen",53.659317,9.753755,True,18.8,42.3,320.0,262.0,> 60 min,1.99,35.1,Low
E0153,Eimsbüttel,53.58059,9.97827,78.0,2.0,24.0,SUBWAY+BUS,Eppendorfer Baum,53.583763,9.985313,True,12.62,30.3,215.0,157.0,> 60 min,2.57,21.7,Low
E0154,Volksdorf,53.65072,10.1576,51.0,1.0,16.0,BUS,Halenreie,53.653263,10.16026,True,8.3,22.0,141.0,83.0,46–60 min,2.32,49.3,Medium
E0155,Winterhude,53.59486,10.00788,62.0,1.0,16.0,BUS,Stadtpark (Planetarium),53.596466,10.01423,True,10.51,26.3,179.0,121.0,> 60 min,2.36,47.1,Medium
E0156,Lokstedt,53.59089,9.95884,75.0,4.0,23.0,BUS+SUBWAY,Veilchenweg (West),53.588493,9.957466000000002,True,12.12,29.4,206.0,148.0,> 60 min,2.55,11.4,Low
E0157,Langenhorn,53.6557,10.04252,46.0,2.0,24.0,BUS,Glashütter Landstraße,53.647923,10.041,True,3.44,12.6,59.0,1.0,46–60 min,3.65,0.0,Low
E0158,Bergedorf,53.48691,10.24402,110.0,2.0,15.0,BUS,"Wentorf, Höppnerallee",53.489037,10.242887,True,25.73,55.6,438.0,380.0,> 60 min,1.98,41.0,Medium
E0159,Stellingen,53.58317,9.93552,83.0,5.0,23.0,BUS+SUBWAY,Langenfelder Damm (Kieler Straße),53.58423,9.933615,True,13.64,32.3,232.0,174.0,> 60 min,2.57,1.3,Low
E0160,Norderstedt,53.70511,9.98775,34.0,1.0,12.0,BUS,U A Norderstedt Mitte,53.706944,9.99223,True,4.41,14.5,75.0,17.0,31–45 min,2.34,48.7,Medium
E0161,Winterhude,53.59742,10.01552,55.0,1.0,9.0,BUS,Stadtpark (Planetarium),53.596466,10.01423,True,10.12,25.5,172.0,114.0,46–60 min,2.16,61.9,Medium
E0162,Elmshorn,53.75076,9.62593,118.0,3.0,32.0,BUS+REGIONAL_RAIL,"Raa-Besenbek, Altendeich (Ost)",53.75209,9.627190999999998,True,28.61,61.2,487.0,429.0,> 60 min,1.93,18.3,Low
E0163,Bramfeld,53.61482,10.05756,74.0,3.0,25.0,BUS,Gustav-Seitz-Weg,53.608720000000005,10.059469000000002,True,8.0,21.4,136.0,78.0,> 60 min,3.46,0.0,Low
E0164,Rahlstedt,53.59721,10.15517,67.0,2.0,21.0,BUS,Liliencronpark,53.600574,10.152382,True,12.23,29.6,208.0,150.0,> 60 min,2.26,40.0,Low
E0165,Volksdorf,53.63194,10.13715,47.0,2.0,11.0,BUS,Karlshöher Weg,53.631725,10.137793,True,8.49,22.4,144.0,86.0,46–60 min,2.1,57.3,Medium
E0166,Altona-Altstadt,53.55089,9.93998,88.0,4.0,25.0,BUS+SUBWAY,Gerichtstraße,53.555695,9.943217999999998,True,16.65,38.1,283.0,225.0,> 60 min,2.31,14.2,Low
E0167,Henstedt-Ulzburg,53.76322,9.99307,59.0,2.0,18.0,BUS,"Rhen, Alter Postweg",53.75996,9.996956,True,9.24,23.8,157.0,99.0,46–60 min,2.48,33.4,Low
E0168,Quickborn,53.72972,9.89158,66.0,2.0,15.0,BUS,"Quickborn, Marktstraße",53.72837000000001,9.890352,True,11.3,27.8,192.0,134.0,> 60 min,2.37,40.8,Medium
E0169,Fuhlsbüttel,53.6261,10.02402,54.0,3.0,18.0,BUS+SUBWAY,Erdkampsweg (Ost),53.62832000000001,10.024380999999998,True,6.89,19.3,117.0,59.0,46–60 min,2.8,13.2,Low
E0170,Bad Oldesloe,53.81449,10.41212,121.0,3.0,29.0,BUS+REGIONAL_RAIL,"Bad Oldesloe, Sehmsdorfer Straße 75",53.81048599999999,10.402590000000002,True,27.91,59.8,475.0,417.0,> 60 min,2.02,16.5,Low
E0171,Niendorf,53.6242,9.9562,57.0,2.0,15.0,BUS,An der Lohe,53.62395500000001,9.952130000000002,True,9.15,23.6,156.0,98.0,46–60 min,2.42,39.0,Low
E0172,Eilbek,53.56717,10.05153,68.0,1.0,21.0,METRO+BUS,Hasselbrook,53.564713000000005,10.056129,True,13.27,31.6,226.0,168.0,> 60 min,2.15,50.4,Medium
E0173,Bramfeld,53.62125,10.09203,72.0,3.0,20.0,BUS,Fahrenkrön,53.619457,10.096767,True,7.84,21.1,133.0,75.0,> 60 min,3.41,0.0,Low
E0174,Bargteheide,53.72331,10.24973,62.0,1.0,16.0,BUS,"Bargteheide, Friedhof",53.72626,10.247926999999995,True,13.96,32.9,237.0,179.0,> 60 min,1.88,67.2,High
E0175,Barmbek-Nord,53.60165,10.04886,58.0,2.0,22.0,BUS,AK Barmbek,53.60492,10.040057,True,9.44,24.2,161.0,103.0,46–60 min,2.4,33.5,Low
E0176,Rahlstedt,53.62298,10.14672,45.0,1.0,10.0,BUS,Schierenberg,53.62453000000001,10.145932,True,9.65,24.6,164.0,106.0,31–45 min,1.83,77.3,High
E0177,Rotherbaum/Harvestehude,53.56745,9.99302,71.0,2.0,14.0,BUS,Böttgerstraße,53.568493,9.995518,True,13.71,32.4,233.0,175.0,> 60 min,2.19,47.6,Medium
E0178,Glinde/Barsbüttel,53.5423,10.21676,106.0,3.0,23.0,BUS+SUBWAY+METRO,"Glinde, An der alten Wache",53.543392,10.218534,True,19.56,43.7,333.0,275.0,> 60 min,2.43,11.6,Low
E0179,Pinneberg,53.63248,9.77577,102.0,1.0,33.0,BUS,"Appen-Etz, Rollbarg",53.638096000000004,9.760699,True,18.85,42.4,321.0,263.0,> 60 min,2.41,17.8,Low
E0180,Hummelsbüttel,53.64174,10.0113,,,,,,,,False,5.51,16.6,94.0,36.0,,,,
E0181,Pinneberg,53.64536,9.77436,80.0,2.0,15.0,BUS,"Pinneberg, Eggerstedter Weg (West)",53.64464,9.772413,True,18.53,41.7,315.0,257.0,> 60 min,1.92,53.8,Medium
E0182,Pinneberg,53.65299,9.80681,66.0,2.0,21.0,BUS,"Pinneberg, Klinikum Pinneberg",53.65726,9.812244000000002,True,16.25,37.3,276.0,218.0,> 60 min,1.77,59.0,Medium
E0183,Eilbek,53.56677,10.03675,73.0,2.0,22.0,SUBWAY+METRO+BUS,Wartenau,53.56473,10.035655,True,13.33,31.7,227.0,169.0,> 60 min,2.3,35.5,Low
E0184,Fuhlsbüttel,53.63366,10.02607,41.0,1.0,20.0,BUS,Heinrich-Traun-Platz,53.633500000000005,10.034541,True,6.04,17.6,103.0,45.0,31–45 min,2.33,44.2,Medium
E0185,Norderstedt,53.68438,9.98669,25.0,1.0,9.0,BUS,U Garstedt,53.684757,9.984667,True,3.98,13.7,68.0,10.0,≤ 30 min,1.82,69.7,High
E0186,Bergedorf,53.4957,10.20775,96.0,2.0,25.0,BUS+METRO,Lohbrügger Kirchstraße,53.498566,10.203002,True,23.72,51.7,403.0,345.0,> 60 min,1.86,41.5,Medium
E0187,Altona-Altstadt,53.55188,9.94487,85.0,4.0,22.0,BUS+SUBWAY,Gerichtstraße,53.555695,9.943217999999998,True,16.42,37.7,279.0,221.0,> 60 min,2.25,20.2,Low
E0188,Billstedt,53.54842,10.08013,80.0,2.0,24.0,BUS+METRO,Horner Rampe,53.547806,10.08535,True,15.51,35.9,264.0,206.0,> 60 min,2.23,33.9,Low
E0189,Hummelsbüttel,53.6479,10.0383,33.0,2.0,13.0,BUS,Lademannbogen,53.648810000000005,10.036886,True,4.33,14.4,74.0,16.0,31–45 min,2.29,43.1,Medium
E0190,Langenhorn,53.64663,9.98248,44.0,2.0,18.0,BUS,Krohnstiegtunnel,53.649433,9.988296,True,6.14,17.8,104.0,46.0,31–45 min,2.47,34.3,Low
E0191,Bargteheide,53.73417,10.25095,80.0,2.0,13.0,BUS,"Bargteheide, Neue Straße",53.733160000000005,10.250792,True,14.43,33.8,245.0,187.0,> 60 min,2.37,38.5,Low
E0192,Bramfeld,53.60478,10.07046,70.0,4.0,18.0,BUS,Rahnstraße,53.606117000000005,10.07121,True,9.22,23.8,157.0,99.0,> 60 min,2.94,0.0,Low
E0193,Winterhude,53.60502,9.97081,69.0,3.0,23.0,BUS,Stavenhagenstraße,53.60968,9.968704,True,10.36,26.0,176.0,118.0,> 60 min,2.65,14.0,Low
E0194,Henstedt-Ulzburg,53.77604,9.96028,83.0,2.0,35.0,BUS,A Ulzburg Süd,53.773766,9.973374999999999,True,11.47,28.1,195.0,137.0,> 60 min,2.95,0.0,Low
E0195,Eimsbüttel,53.58669,9.95562,73.0,4.0,21.0,BUS+SUBWAY,Veilchenweg (West),53.588493,9.957466000000002,True,12.63,30.4,215.0,157.0,> 60 min,2.4,19.6,Low
E0196,Barmbek-Nord,53.61037,10.02723,49.0,1.0,20.0,BUS,Stiftung Alsterdorf,53.614895,10.022028,True,8.57,22.5,146.0,88.0,46–60 min,2.18,52.1,Medium
E0197,Harburg,53.4488,9.99017,103.0,4.0,33.0,BUS+REGIONAL_RAIL+SUBWAY+METRO,Reeseberg,53.45078,9.987721,True,26.7,57.5,454.0,396.0,> 60 min,1.79,21.5,Low
E0198,Bad Bramstedt,53.91952,9.8899,101.0,3.0,31.0,REGIONAL_RAIL+BUS+SUBWAY,Bad Bramstedt,53.920593,9.890162,True,27.89,59.8,474.0,416.0,> 60 min,1.69,34.3,Low
E0199,Barmbek-Süd,53.58169,10.04712,65.0,3.0,16.0,BUS,Langenrehm,53.582874,10.047197999999998,True,11.66,28.5,198.0,140.0,> 60 min,2.28,37.6,Low
E0200,Niendorf,53.62158,9.96244,62.0,2.0,18.0,BUS,Fuhlsbütteler Weg,53.62232000000001,9.954878,True,9.12,23.6,155.0,97.0,> 60 min,2.63,26.5,Low
E0201,Norderstedt,53.71291,9.96853,60.0,1.0,38.0,BUS,U A Norderstedt Mitte,53.706944,9.992230000000001,True,5.94,17.5,101.0,43.0,46–60 min,3.43,0.0,Low
E0202,Wedel,53.56277,9.71443,,,,,,,,False,25.89,55.9,440.0,382.0,,,,
E0203,Horn,53.56031,10.07857,84.0,2.0,31.0,BUS+METRO,U Horner Rennbahn,53.55445,10.08464,True,14.19,33.4,241.0,183.0,> 60 min,2.51,15.6,Low
E0204,Eimsbüttel,53.56012,9.95327,75.0,4.0,16.0,BUS+SUBWAY,Sternbrücke,53.56051000000001,9.953594000000002,True,15.35,35.6,261.0,203.0,> 60 min,2.11,34.4,Low
E0205,Rahlstedt,53.61503,10.19727,83.0,2.0,31.0,BUS,Naturschutzgebiet Höltigbaum,53.6112,10.183527,True,12.7,30.5,216.0,158.0,> 60 min,2.72,7.9,Low
E0206,Wandsbek,53.58513,10.07924,76.0,2.0,18.0,BUS+METRO,Friedrich-Ebert-Damm (West),53.5847,10.077732,True,11.47,28.1,195.0,137.0,> 60 min,2.7,22.3,Low
E0207,Eimsbüttel,53.56785,9.95215,71.0,3.0,20.0,SUBWAY+BUS,Emilienstraße,53.57166699999999,9.952660000000002,True,14.6,34.2,248.0,190.0,> 60 min,2.08,39.9,Low
E0208,Lokstedt,53.60091,9.94563,64.0,3.0,20.0,SUBWAY+BUS,Hagendeel,53.603886,9.945275,True,11.63,28.4,198.0,140.0,> 60 min,2.25,35.5,Low
E0209,Winterhude,53.61239,10.02285,45.0,1.0,15.0,BUS,Knappe Böge,53.61267,10.016566,True,8.39,22.2,143.0,85.0,31–45 min,2.03,63.4,Medium
E0210,Horn,53.55995,10.07969,81.0,3.0,26.0,BUS+METRO,Tribünenweg,53.55947,10.080984,True,14.24,33.5,242.0,184.0,> 60 min,2.42,18.0,Low
E0211,Schnelsen,53.6407,9.92921,77.0,4.0,30.0,BUS,Modering,53.637894,9.920922,True,9.28,23.9,158.0,100.0,> 60 min,3.22,0.0,Low
E0212,Farmsen-Berne,53.60998,10.135,68.0,3.0,18.0,BUS,Alter Zollweg,53.608326000000005,10.137200999999996,True,10.3,25.9,175.0,117.0,> 60 min,2.63,19.6,Low
E0213,Barmbek-Süd,53.58745,10.05229,63.0,1.0,22.0,METRO+BUS,Barmbek,53.58745999999999,10.044164,True,11.02,27.3,187.0,129.0,> 60 min,2.31,43.9,Medium
E0214,Norderstedt,53.71019,10.01872,28.0,1.0,14.0,BUS,"Harksheide, Schützenwall",53.7077,10.02307,True,3.22,12.2,55.0,-3.0,≤ 30 min,2.3,47.0,Medium
E0215,Eidelstedt,53.58995,9.9062,79.0,4.0,24.0,BUS+SUBWAY,Schnackenburgallee,53.591873,9.905696000000002,True,14.19,33.4,241.0,183.0,> 60 min,2.37,15.9,Low
E0216,Wellingsbüttel,53.63766,10.06771,45.0,1.0,17.0,METRO+BUS,Hoheneichen,53.63548,10.067648,True,5.6,16.8,95.0,37.0,31–45 min,2.68,32.9,Low
E0217,Eimsbüttel,53.58845,9.97413,74.0,3.0,19.0,BUS,UK Eppendorf,53.58884,9.975719000000002,True,11.92,29.0,203.0,145.0,> 60 min,2.55,21.9,Low
E0218,Winterhude,53.60687,10.00327,50.0,2.0,10.0,BUS,Carl-Cohn-Straße,53.606907,10.003953,True,9.31,24.0,158.0,100.0,46–60 min,2.08,59.0,Medium
E0219,Elmshorn,53.76751,9.65319,108.0,4.0,29.0,BUS+REGIONAL_RAIL,"Elmshorn, Fuchsberger Damm",53.76923800000001,9.656916,True,27.43,58.9,467.0,409.0,> 60 min,1.83,21.8,Low
E0220,Ottensen,53.55322,9.9075,100.0,5.0,24.0,BUS+SUBWAY,Griegstraße,53.55426799999999,9.910403,True,17.44,39.6,297.0,239.0,> 60 min,2.53,0.0,Low
E0221,Niendorf,53.62397,9.95097,53.0,2.0,11.0,BUS,An der Lohe,53.62395500000001,9.952130000000002,True,9.4,24.1,160.0,102.0,46–60 min,2.2,52.7,Medium
E0222,Horn,53.54288,10.08943,86.0,2.0,30.0,BUS+METRO,Horner Rampe,53.547806,10.08535,True,16.22,37.3,276.0,218.0,> 60 min,2.31,23.4,Low
E0223,Bergedorf,53.48804,10.24651,110.0,2.0,15.0,BUS,"Wentorf, Höppnerallee",53.489037,10.242887,True,25.7,55.6,437.0,379.0,> 60 min,1.98,41.0,Medium
E0224,Bad Oldesloe,53.81994,10.37418,120.0,3.0,27.0,BUS+REGIONAL_RAIL,"Bad Oldesloe, Waldstraße",53.816128,10.377527,True,26.13,56.4,444.0,386.0,> 60 min,2.13,14.5,Low
E0225,Langenhorn,53.66274,10.01078,38.0,1.0,19.0,SUBWAY+BUS,Langenhorn Nord,53.661003,10.01759,True,3.56,12.9,61.0,3.0,31–45 min,2.95,18.0,Low
E0226,Elmshorn,53.75197,9.63568,108.0,4.0,32.0,BUS+REGIONAL_RAIL,"Elmshorn, Turnstraße",53.75476,9.642337,True,28.02,60.0,477.0,419.0,> 60 min,1.8,20.2,Low
E0227,Rahlstedt,53.59989,10.14029,71.0,2.0,23.0,BUS,Forum Gymnasium Rahlstedt,53.60032,10.142554,True,11.43,28.0,194.0,136.0,> 60 min,2.54,25.5,Low
E0228,Volksdorf,53.6365,10.17118,59.0,1.0,16.0,BUS,Ringstraße,53.635670000000005,10.163027,True,9.9,25.1,168.0,110.0,46–60 min,2.35,47.6,Medium
E0229,Wilhelmsburg,53.4997,9.9757,124.0,4.0,28.0,BUS+METRO+SUBWAY,Eversween (Nord),53.498894,9.974821,True,21.3,47.1,362.0,304.0,> 60 min,2.63,0.0,Low
E0230,Winterhude,53.59502,10.01274,56.0,1.0,10.0,BUS,Stadtpark (Planetarium),53.596466,10.01423,True,10.42,26.1,177.0,119.0,46–60 min,2.15,62.4,Medium
E0231,Eimsbüttel,53.58347,9.96513,77.0,3.0,19.0,BUS,Gärtnerstraße,53.584873,9.96918,True,12.67,30.4,216.0,158.0,> 60 min,2.53,21.6,Low
E0232,St. Pauli,53.55019,9.95624,85.0,5.0,18.0,BUS+SUBWAY,S Reeperbahn,53.55004,9.955786000000003,True,16.3,37.4,277.0,219.0,> 60 min,2.27,16.5,Low
E0233,Wedel,53.57325,9.70496,101.0,3.0,17.0,BUS,"Wedel, Bei der Doppeleiche",53.574257,9.706314999999998,True,25.83,55.8,439.0,381.0,> 60 min,1.81,42.3,Medium
E0234,Harburg,53.46379,10.0036,114.0,4.0,33.0,BUS+REGIONAL_RAIL+SUBWAY+METRO,Neuland,53.462894,10.003891,True,24.93,54.1,424.0,366.0,> 60 min,2.11,5.5,Low
E0235,Elmshorn,53.765,9.65088,109.0,4.0,36.0,BUS+REGIONAL_RAIL,"Elmshorn, Hasenbusch",53.76098,9.643594,True,27.48,59.0,467.0,409.0,> 60 min,1.85,14.4,Low
E0236,Norderstedt,53.68009,10.00183,20.0,1.0,11.0,BUS,U Ochsenzoll,53.678185000000006,10.000827,True,3.06,11.9,52.0,-6.0,≤ 30 min,1.68,73.3,High
E0237,Hamm,53.55552,10.05474,74.0,2.0,18.0,SUBWAY+METRO+BUS,Hammer Kirche,53.555676,10.055553000000002,True,14.58,34.1,248.0,190.0,> 60 min,2.17,43.7,Medium
E0238,Norderstedt,53.69075,10.01647,17.0,1.0,10.0,BUS,"Harksheide, Kreuzweg",53.68975,10.014383,True,2.06,10.0,35.0,-23.0,≤ 30 min,1.7,73.4,High
E0239,Rahlstedt,53.59494,10.14293,63.0,1.0,18.0,BUS,Birkenallee (Süd),53.59772,10.141287999999998,True,11.99,29.1,204.0,146.0,> 60 min,2.16,54.4,Medium
E0240,Winterhude,53.59849,9.99485,60.0,2.0,16.0,BUS,Lattenkampstieg,53.59746,9.997036,True,10.37,26.0,176.0,118.0,46–60 min,2.31,42.9,Medium
E0241,Henstedt-Ulzburg,53.79693,9.98325,67.0,2.0,13.0,BUS,A Henstedt-Ulzburg,53.795150000000014,9.982475,True,12.97,31.0,221.0,163.0,> 60 min,2.16,51.0,Medium
E0242,Norderstedt,53.68177,9.99768,25.0,1.0,12.0,BUS,"Garstedt, Görlitzer Weg",53.681812,9.995258,True,3.29,12.3,56.0,-2.0,≤ 30 min,2.03,59.1,Medium
E0243,Bramfeld,53.62938,10.05341,50.0,1.0,20.0,METRO+BUS,Kornweg (Klein Borstel),53.632380000000005,10.053841,True,6.37,18.3,108.0,50.0,46–60 min,2.73,27.7,Low
E0244,Poppenbüttel,53.63995,10.05719,31.0,1.0,14.0,BUS,Am Gehöckel,53.640163,10.055059000000002,True,5.22,16.1,89.0,31.0,31–45 min,1.93,63.6,Medium
E0245,Harburg,53.46029,9.98349,96.0,3.0,24.0,METRO+SUBWAY+BUS,Harburg Rathaus,53.460644,9.980327999999998,True,25.5,55.2,434.0,376.0,> 60 min,1.74,40.4,Medium
E0246,Ahrensburg,53.67282,10.24543,70.0,2.0,24.0,BUS,"Ahrensburg, Klaus-Groth-Straße",53.674946,10.236869,True,13.16,31.4,224.0,166.0,> 60 min,2.23,37.4,Low
E0247,Harburg,53.43327,9.98933,111.0,4.0,35.0,BUS+REGIONAL_RAIL+SUBWAY+METRO,Am Frankenberg,53.436092,9.985412000000002,True,28.42,60.8,483.0,425.0,> 60 min,1.83,15.4,Low
E0248,St. Pauli,53.55781,9.95398,79.0,4.0,20.0,BUS+SUBWAY,Sternbrücke,53.56051000000001,9.953594000000002,True,15.57,36.0,265.0,207.0,> 60 min,2.19,26.4,Low
E0249,Altona-Altstadt,53.54572,9.93777,95.0,4.0,29.0,BUS+SUBWAY,Bf. Altona,53.55178,9.933858,True,17.23,39.2,293.0,235.0,> 60 min,2.42,3.9,Low
E0250,City (Alt-/Neustadt),53.54553,9.98739,83.0,2.0,17.0,SUBWAY+BUS,Baumwall (Elbphilharmonie),53.544254,9.981316,True,16.16,37.2,275.0,217.0,> 60 min,2.23,39.2,Low
E0251,Bergedorf,53.50613,10.24728,103.0,2.0,24.0,METRO+BUS,Reinbek,53.508396000000005,10.253335,True,24.02,52.3,409.0,351.0,> 60 min,1.97,35.7,Low
E0252,Ahrensburg,53.67064,10.25648,77.0,3.0,27.0,BUS,"Ahrensburg, Manhagener Allee",53.670010000000005,10.242735,True,13.91,32.8,237.0,179.0,> 60 min,2.35,21.2,Low
E0253,Uhlenhorst,53.57318,10.03103,73.0,2.0,28.0,SUBWAY+METRO+BUS,Hamburger Straße,53.57444,10.037344,True,12.65,30.4,215.0,157.0,> 60 min,2.4,26.3,Low
E0254,Bramfeld,53.61407,10.0741,72.0,3.0,17.0,BUS,Bramfelder Dorfplatz,53.614902,10.076205,True,8.25,21.9,140.0,82.0,> 60 min,3.29,0.0,Low
E0255,Bramfeld,53.61865,10.12286,62.0,2.0,17.0,BUS,Hermelinweg,53.616158000000006,10.121964999999998,True,9.05,23.5,154.0,96.0,> 60 min,2.64,26.9,Low
E0256,Hummelsbüttel,53.65481,10.03195,43.0,2.0,24.0,BUS,Am Schulwald,53.650173,10.027085,True,3.66,13.1,62.0,4.0,31–45 min,3.28,0.0,Low
E0257,Quickborn,53.73669,9.89721,69.0,2.0,24.0,BUS,"Quickborn, Ärztezentrum",53.73476,9.902947,True,11.32,27.8,193.0,135.0,> 60 min,2.48,27.5,Low
E0258,Winterhude,53.59208,10.01163,,,,,,,,False,10.76,26.8,183.0,125.0,,,,
E0259,Billstedt,53.54037,10.10535,84.0,1.0,15.0,BUS,Billstedter Hauptstraße,53.540855,10.101366999999998,True,16.7,38.2,284.0,226.0,> 60 min,2.2,48.2,Medium
E0260,Harburg,53.46014,9.98839,96.0,3.0,29.0,REGIONAL_RAIL+SUBWAY+METRO+BUS,Hamburg-Harburg (DB),53.45591,9.991701,True,25.47,55.1,433.0,375.0,> 60 min,1.74,35.9,Low
E0261,Eimsbüttel,53.5784,9.92721,82.0,5.0,27.0,METRO+BUS+SUBWAY,Langenfelde,53.579693,9.93092,True,14.38,33.7,245.0,187.0,> 60 min,2.43,3.4,Low
E0262,Henstedt-Ulzburg,53.802,9.95915,95.0,3.0,24.0,BUS,"Ulzburg, Rudolf-Diesel-Straße (Mitte)",53.805122,9.953127,True,14.08,33.2,240.0,182.0,> 60 min,2.86,0.0,Low
E0263,Niendorf,53.60558,9.94907,63.0,3.0,19.0,SUBWAY+BUS,Hagendeel,53.603886,9.945275,True,11.07,27.3,188.0,130.0,> 60 min,2.31,33.7,Low
E0264,Eimsbüttel,53.57567,9.94312,73.0,3.0,24.0,SUBWAY+BUS,Osterstraße,53.57608,9.951689000000002,True,14.1,33.2,240.0,182.0,> 60 min,2.2,31.0,Low
E0265,Elmshorn,53.76231,9.63153,121.0,4.0,32.0,BUS+REGIONAL_RAIL,"Raa-Besenbek, Achtern Knick",53.766270000000006,9.627280999999998,True,28.6,61.2,486.0,428.0,> 60 min,1.98,8.9,Low
E0266,Barmbek-Nord,53.60215,10.03345,56.0,1.0,19.0,METRO+BUS,Rübenkamp (City Nord),53.605970000000006,10.033083,True,9.42,24.2,160.0,102.0,46–60 min,2.31,46.8,Medium
E0267,Langenhorn,53.65949,10.01491,29.0,1.0,15.0,BUS,Timmerloh,53.658337,10.020357,True,3.67,13.1,62.0,4.0,≤ 30 min,2.21,49.9,Medium
E0268,Eimsbüttel,53.56694,9.96127,71.0,3.0,19.0,SUBWAY+BUS,Christuskirche,53.569588,9.962379,True,14.45,33.9,246.0,188.0,> 60 min,2.09,40.4,Medium
E0269,Winterhude,53.5965,9.97578,66.0,2.0,14.0,BUS,Frickestraße,53.59769,9.977902,True,11.05,27.3,188.0,130.0,> 60 min,2.42,39.4,Low
E0270,Rahlstedt,53.57458,10.15672,86.0,2.0,21.0,BUS,"Barsbüttel, Zum Dicken Busch",53.56957200000001,10.15284,True,14.4,33.8,245.0,187.0,> 60 min,2.54,22.7,Low
E0271,Billstedt,53.53735,10.09801,84.0,1.0,15.0,BUS,Billstedter Hauptstraße,53.540855,10.101366999999998,True,16.93,38.7,288.0,230.0,> 60 min,2.17,49.4,Medium
E0272,Barmbek-Nord,53.6048,10.04253,51.0,2.0,14.0,BUS,AK Barmbek,53.60492,10.040057,True,9.09,23.5,155.0,97.0,46–60 min,2.17,51.4,Medium
E0273,Rahlstedt,53.61527,10.13211,67.0,2.0,20.0,SUBWAY+BUS,Oldenfelde,53.61753,10.128854999999998,True,9.71,24.7,165.0,107.0,> 60 min,2.71,20.7,Low
E0274,Steilshoop,53.60297,10.0475,55.0,2.0,19.0,BUS,AK Barmbek,53.60492,10.040057,True,9.29,23.9,158.0,100.0,46–60 min,2.3,40.8,Medium
E0275,Lokstedt,53.60502,9.97094,69.0,3.0,23.0,BUS,Stavenhagenstraße,53.60968,9.968704,True,10.36,26.0,176.0,118.0,> 60 min,2.65,14.0,Low
E0276,Ottensen,53.54941,9.89398,106.0,5.0,28.0,BUS+SUBWAY,Halbmondsweg,53.54644,9.888367,True,18.28,41.3,311.0,253.0,> 60 min,2.57,0.0,Low
E0277,Fuhlsbüttel,53.62378,10.008,51.0,2.0,22.0,BUS,Zeppelinstraße,53.627396000000005,10.009289,True,7.43,20.3,126.0,68.0,46–60 min,2.51,28.9,Low
E0278,Horn,53.5481,10.08543,72.0,2.0,17.0,BUS+METRO,Horner Rampe,53.547806,10.08535,True,15.6,36.1,265.0,207.0,> 60 min,1.99,52.1,Medium
E0279,Bad Bramstedt,53.91935,9.87751,130.0,4.0,36.0,BUS+REGIONAL_RAIL+SUBWAY,"Bad Bramstedt, Bleeck",53.91781999999999,9.882663,True,28.18,60.3,479.0,421.0,> 60 min,2.16,0.0,Low
